"authors","title","complete_ds_ubib","year","fachbereich_ubib","institut_ubib","institut_short","subject_area","genre_ubib","year_ubib","doi","link","oa_status_bib","oa_status_bib_binary","oa_status_bib_true_false","oa_status_manual","oa_status_manual_binary","oa_status_manual_true_false","oa_status_unpaywall_api","license_bib","license_manual","journal_name","publisher"
"Steele, A.;Benning, Liane G.;Wirth, R.;Schreiber, A.;Araki, T.;McCubbin, F. M.;Fries, M. D.;Nittler, L. R.;Wang, J.;Hallis, L. J.;Conrad, P. G.;Conley, C.;Vitale, S.;O'Brien, A. C.;Riggi, V.;Rogers, K.","Organic synthesis associated with serpentinization and carbonation on early Mars","Science. - Washington, DC: AAAS, American Association for the Advancement of Science, 375, 2022, 6577, Seite 172-177, . - 0036-8075.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1126/science.abg7905","http://dx.doi.org/10.1126/science.abg7905","Open Access","open","TRUE","bronze","closed","FALSE","FALSE","all rights reserved","no CC license","Science","AAAS"
"Halbach, Laura;Chevrollier, Lou-Anne;Doting, Eva L.;Cook, Joseph M.;Jensen, Marie B.;Benning, Liane G.;Bradley, James A.;Hansen, Martin;Lund-Hansen, Lars C.;Markager, Stiig;Sorrell, Brian K.;Tranter, Martyn;Trivedi, Christopher B.;Winkel, Matthias;Anesio, Alexandre M.","Pigment signatures of algal communities and their implications for glacier surface darkening","Scientific reports. - London: Macmillan Publishers Limited, part of Springer Nature, 12, 2022, 1, Artikel 17643 (14 Seiten), . - 2045-2322.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1038/s41598-022-22271-4","http://dx.doi.org/10.1038/s41598-022-22271-4","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","scientific reports","Springer"
"Andreasen, Jens Wenzel;Bowers, Jake W.;Breternitz, Joachim;Dale, Phillip J.;Dimitrievska, Mirjana;Fermin, David J.;Ganose, Alex;Gurieva, Galina;Hages, Charles J.;Hawkins, Cara;Hobson, Theodore D. C.;Jaramillo, Rafael;Kavanagh, Seán R.;Major, Jonathan D.;Mandati, Sreekanth;Mitzi, David B.;Naylor, Matthew C.;Platzer Björkman, Charlotte;Scanlon, David O.;Schorr, Susan;Scragg, Jonathan J. S.;Shin, Byungha;Siebentritt, Susanne;Sood, Mohit;Sopiha, Kostiantyn V.;Sutton, Matthew;Tiwari, Devendra;Unold, Thomas;Valdes, Matias;Wang, Mingqing;Weiss, Thomas P.;Woods-Robinson, Rachel","Indium-free CIGS analogues general discussion","Faraday discussions. - Cambridge: Royal Society of Chemistry, 239, 2022, Seite 85-111, . - 1359-6640.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1039/d2fd90055f","http://dx.doi.org/10.1039/D2FD90055F",NA,"no status","no status","green","open","TRUE","TRUE","cc-by-nc-nd 3.0","cc-by-nc-nd","Faraday Discussions","Royal Society of Chemistry"
"Barrote, Vitor R.;Volante, Silvia;Blereau, Eleanore R.;Rosière, Carlos A.;Spencer, Christopher J.","Implications of the dominant LP-HT deformation in the Guanhí£es Block for the Araí§uaí West-Congo Orogen evolution","Gondwana research. - Amsterdam: Elsevier, 107, 2022, Seite 154-175, . - 1342937X.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.gr.2022.03.012","http://dx.doi.org/10.1016/j.gr.2022.03.012",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Gondwana Research","Elsevier"
"Nauny, Philippe;Cassaro, Alessia;Kopacz, Nina;Noack, Lena;Palabikyan, Hayk;Pinna, Silvana;Price, Alex;Stavrakakis, Hector A.;Taubner, Ruth-Sophie","Reaching out to early-career astrobiologists: AbGradE's actions and perspectives","International journal of astrobiology. - Cambridge: Cambridge University Press, 21, 2022, 5, Seite 268-277, . - 1475-3006.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1017/s1473550422000040","http://dx.doi.org/10.1017/S1473550422000040","Open Access","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","International Journal of Astrobiology","Cambridge University Press"
"Kusiak, Monika A.;Kovaleva, Elizaveta;Vanderliek, Dennis;Becker, Harry;Wilke, Franziska;Schreiber, Anja;Wirth, Richard","Nano- and micro-structures in lunar zircon from Apollo 15 and 16 impactites: implications for age interpretations","Contributions to mineralogy and petrology. - Berlin: Springer, 177, 2022, 12, Artikel 112 (20 Seiten), . - 0010-7999.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1007/s00410-022-01977-8","http://dx.doi.org/10.1007/s00410-022-01977-8","Open Access","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Contributions to Mineralogy and Petrology","Springer"
"Hasenstab-Dübeler, Eric;Tusch, Jonas;Hoffmann, J. Elis;Fischer-Gödde, Mario;Szilas, Kristoffer;Münker, Carsten","Temporal evolution of 142Nd signatures in SW Greenland from high precision MC-ICP-MS measurements","Chemical geology. - New York, NY: Elsevier, 614, 2022, Artikel 121141 (20 Seiten), . - 0009-2541.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.chemgeo.2022.121141","http://dx.doi.org/10.1016/j.chemgeo.2022.121141",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Chemical Geology","Elsevier"
"Gurieva, Galina;Niedenzu, Sara;Siminel, Nikita;Franz, Alexandra;Schorr, Susan","The kesterite-stannite structural transition as a way to avoid Cu/Zn disorder in kesterites the exemplary case of the Cu2(Zn,Mn)SnSe4","Faraday discussions. - Cambridge: Royal Society of Chemistry, 239, 2022, Seite 51-69, . - 1359-6640.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1039/d2fd00042c","http://dx.doi.org/10.1039/D2FD00042C",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Faraday Discussions","Royal Society of Chemistry"
"Quanz, S. P.;Ottiger, M.;Fontanet, E.;Kammerer, J.;Menti, F.;Dannert, F.;Gheorghe, A.;Absil, O.;Airapetian, V. S.;Alei, E.;Allart, R.;Angerhausen, D.;Blumenthal, S.;Buchhave, L. A.;Cabrera, J.;Carrión-González, í“.;Chauvin, G.;Danchi, W. C.;Dandumont, C.;Defrére, D.;Dorn, C.;Ehrenreich, D.;Ertel, S.;Fridlund, M.;García Muí±oz, A.;Gascón, C.;Girard, J. H.;Glauser, A.;Grenfell, J. L.;Guidi, G.;Hagelberg, J.;Helled, R.;Ireland, M. J.;Janson, M.;Kopparapu, R. K.;Korth, J.;Kozakis, T.;Kraus, S.;Léger, A.;Leedjärv, L.;Lichtenberg, T.;Lillo-Box, J.;Linz, H.;Liseau, R.;Loicq, J.;Mahendra, V.;Malbet, F.;Mathew, J.;Mennesson, B.;Meyer, M. R.;Mishra, L.;Molaverdikhani, K.;Noack, Lena;Oza, A. V.;Pallé, E.;Parviainen, H.;Quirrenbach, A.;Rauer, Heike;Ribas, I.;Rice, M.;Romagnolo, A.;Rugheimer, S.;Schwieterman, E. W.;Serabyn, E.;Sharma, S.;Stassun, K. G.;Szulágyi, J.;Wang, H. S.;Wunderlich, Fabian;Wyatt, M. C.","Large interferometer for exoplanets (LIFE) 1. Improved exoplanet detection yield estimates for a large mid-infrared space-interferometer mission","Astronomy & astrophysics. - Les Ulis: EDP Sciences, 664, 2022, Artikel A21 (22 Seiten), . - 0004-6361.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1051/0004-6361/202140366","http://dx.doi.org/10.1051/0004-6361/202140366",NA,"no status","no status","bronze","closed","FALSE","FALSE","all rights reserved","no CC license","Astronomy & Astrophysics","EDP schiences"
"Erdmann, Eileen A.;Nitsche, Sarah;Gorbushina, Anna A.;Schumacher, Julia","Genetic engineering of the rock inhabitant Knufia petricola provides insight into the biology of extremotolerant black fungi","Frontiers in fungal biology. - Lausanne: Frontiers Media S.A., 3, 2022, Artikel 862429 (19 Seiten), . - 2673-6128.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3389/ffunb.2022.862429","http://dx.doi.org/10.3389/ffunb.2022.862429",NA,"no status","no status","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Frontiers in fungal biology","Frontiers"
"Qin, Jiancheng;Gao, Lei;Tu, Weihu;He, Jing;Tang, Jingzhe;Ma, Shuying;Zhao, Xiaoyang;Zhu, Xingzhe;Brindha, Karthikeyan;Tao, Hui","Decomposition and decoupling analysis of carbon emissions in Xinjiang energy base, China","Energies. - Basel: MDPI, 15, 2022, 15, Artikel 5526 (18 Seiten), . - 1996-1073.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3390/en15155526","http://dx.doi.org/10.3390/en15155526","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Energies","MDPI"
"Bouvier, A.-S.;Portnyagin, M. V.;Flemetakis, S.;Hoernle, K.;Klemme, S.;Berndt, J.;Mironov, N. L.;John, Timm","Chlorine isotope behavior in subduction zone settings revealed by olivine-hosted melt inclusions from the Central America Volcanic Arc","Earth and planetary science letters. - Amsterdam: Elsevier, 581, 2022, Artikel 117414, . - 0012-821X.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.epsl.2022.117414","http://dx.doi.org/10.1016/j.epsl.2022.117414",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Earth and Planetary Science Letters","Elsevier"
"Buchan, Andrew M.;Bonsor, Amy;Shorttle, Oliver;Wade, Jon;Harrison, John;Noack, Lena;Koester, Detlev","Planets or asteroids? A geochemical method to constrain the masses of White Dwarf pollutants","Monthly notices of the Royal Astronomical Society. - Oxford: Oxford University Press, 510, 2022, 3, Seite 3512-3530, . - 0035-8711.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1093/mnras/stab3624","http://dx.doi.org/10.1093/mnras/stab3624",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Monthly Notices of the Royal Astronomical Society","Oxford University Press"
"Winkel, Matthias;Trivedi, Christopher B.;Mourot, Rey;Bradley, James A.;Vieth-Hillebrand, Andrea;Benning, Liane G.","Seasonality of glacial snow and ice microbial communities","Frontiers in microbiology. - Lausanne: Frontiers Media, 13, 2022, Artikel 876848 (15 Seiten), . - 1664-302X.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3389/fmicb.2022.876848","http://dx.doi.org/10.3389/fmicb.2022.876848","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Frontiers in microbiology","Frontiers"
"Masoud, Milad;Rajmohan, Natarajan;Basahi, Jalal;Schneider, Michael;Niyazi, Burhan;Alqarawy, Abdulaziz","Integrated hydrogeochemical groundwater flow path modelling in an arid environment","Water. - Basel: MDPI, 14, 2022, 23, Artikel 3823 (17 Seiten), . - 2073-4441.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3390/w14233823","http://dx.doi.org/10.3390/w14233823","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Water","MDPI"
"Gleißner, Philipp;Salme, Julie;Becker, Harry","Siderophile volatile element inventory in lunar magmatic rocks and mantle sources","Earth and planetary science letters. - Amsterdam: Elsevier, 593, 2022, Artikel 117680, . - 0012-821X.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.epsl.2022.117680","http://dx.doi.org/10.1016/j.epsl.2022.117680",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Earth and Planetary Science Letters","Elsevier"
"Hamm, Charlie A.;Hampe, Oliver;Mews, Jürgen;Günter, Christina;Milke, Ralf;Witzmann, Florian;Savic, Lynn J.;Hecht, Lutz;Meister, Sabine;Hamm, Bernd;Asbach, Patrick;Diekhoff, Torsten","Quantitative dual-energy CT as a nondestructive tool to identify indicators for fossilized bone in vertebrate paleontology","Scientific reports. - London: Macmillan Publishers Limited, part of Springer Nature, 12, 2022, 1, Artikel 16407 (11 Seiten), . - 2045-2322.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1038/s41598-022-20707-5","http://dx.doi.org/10.1038/s41598-022-20707-5","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","scientific reports","Springer"
"Ghazanfari, Mohammad R.;Vittadello, Laura;Al-Sabbagh, Dominik;Santhosh, Archa;Frankcom, Charlie;Fuß, Friederike;Randow, Clara A. von;Siemensmeyer, Konrad;Vrijmoed, Johannes C.;Emmerling, Franziska;Jerabek, Paul;Imlau, Mirco;Thiele, Günther","Remarkable infrared nonlinear optical, dielectric, and strong diamagnetic characteristics of semiconducting K3[BiS3]","The journal of physical chemistry letters. - Washington, DC: ACS Publications, 13, 2022, 30, Seite 6987-6993, . - 1948-7185.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1021/acs.jpclett.2c01689","http://dx.doi.org/10.1021/acs.jpclett.2c01689",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","The Journal of Physical Chemistry Letters","ACS Publications"
"Johnston, Shelby;Brandon, Alan;McLeod, Claire;Rankenburg, Kai;Becker, Harry;Copeland, Peter","Nd isotope variation between the Earth-Moon system and enstatite chondrites","Nature. - London: Nature Publishing Group, 611, 2022, 7936, Seite 501-506, . - 0028-0836.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1038/s41586-022-05265-0","http://dx.doi.org/10.1038/s41586-022-05265-0",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","nature","Springer"
"Tusch, Jonas;Hoffmann, J. Elis;Hasenstab, Eric;Fischer-Gödde, Mario;Marien, Chris S.;Wilson, Allan H.;Münker, Carsten","Long-term preservation of Hadean protocrust in Earth's mantle","Proceedings of the National Academy of Sciences of the United States of America. - Washington, DC: National Academy of Sciences, 119, 2022, 18, Artikel e2120241119 (12 Seiten), . - 0027-8424.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1073/pnas.2120241119","http://dx.doi.org/10.1073/pnas.2120241119","Open Access","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Proceedings of the National Academy of Sciences of the United States of America","National Academy of Science"
"Volante, S.;Collins, W. J.;Rodrigues Barrote, Vitor;Nordsvan, A. R.;Pourteau, A.;Li, Z.-X.;Li, J.;Beams, S.","Spatio-temporal evolution of Mesoproterozoic magmatism in NE Australia a hybrid tectonic model for final Nuna assembly","Precambrian research. - Amsterdam: Elsevier Science, 372, 2022, Artikel 106602, . - 0301-9268.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.precamres.2022.106602","http://dx.doi.org/10.1016/j.precamres.2022.106602",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Precambrian Research","Elsevier"
"Testi, L.;Natta, A.;Manara, C. F.;Gregorio Monsalvo, I. de;Lodato, G.;Lopez, C.;Muzic, K.;Pascucci, I.;Sanchis, Enrique;Santamaria Miranda, A.;Scholz, A.;Simone, M. de;Williams, J. P.","The protoplanetary disk population in the rho-Ophiuchi region L1688 and the time evolution of Class II YSOs","Astronomy & astrophysics. - Les Ulis: EDP Sciences, 663, 2022, Artikel A98 (22 Seiten), . - 0004-6361.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1051/0004-6361/202141380","http://dx.doi.org/10.1051/0004-6361/202141380",NA,"no status","no status","bronze","closed","FALSE","FALSE","© eso 2022","no CC license","Astronomy & Astrophysics","EDP schiences"
"Trivedi, Christopher B.;Keuschnig, Christoph;Larose, Catherine;Rissi, Daniel Vasconcelos;Mourot, Rey;Bradley, James A.;Winkel, Matthias;Benning, Liane G.","DNA/RNA preservation in glacial snow and ice samples","Frontiers in microbiology. - Lausanne: Frontiers Media, 13, 2022, Artikel 894893 (17 Seiten), . - 1664-302X.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3389/fmicb.2022.894893","http://dx.doi.org/10.3389/fmicb.2022.894893","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Frontiers in microbiology","Frontiers"
"Beaudoin, Grace M.;Barnes, Jaime D.;John, Timm;Hoffmann, J. Elis;Chatterjee, Rudra;Stockli, Daniel F.","Global halogen flux of subducting oceanic crust","Earth and planetary science letters. - Amsterdam: Elsevier, 594, 2022, Artikel 117750, . - 0012-821X.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.epsl.2022.117750","http://dx.doi.org/10.1016/j.epsl.2022.117750",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Earth and Planetary Science Letters","Elsevier"
"Blanckenburg, Friedhelm von;Bouchez, Julien;Willenbring, Jane K.;Ibarra, Daniel E.;Caves Rugenstein, Jeremy K.","There is no Neogene denudation conundrum","Proceedings of the National Academy of Sciences of the United States of America. - Washington, DC: National Academy of Sciences, 119, 2022, 35, Artikel e2202387119 (2 Seiten), . - 0027-8424.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1073/pnas.2202387119","http://dx.doi.org/10.1073/pnas.2202387119",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Proceedings of the National Academy of Sciences of the United States of America","National Academy of Science"
"Shafiei Bafti, Behnam;Niedermann, Samuel;SoÅ›nicka, Marta;Gleeson, Sarah A.","Microthermometry and noble gas isotope analysis of magmatic fluid inclusions in the Kerman porphyry Cu deposits, Iran constraints on the source of ore-forming fluids","Mineralium deposita. - Berlin: Springer, 57, 2022, 2, Seite 155-185, . - 0026-4598.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1007/s00126-021-01041-8","http://dx.doi.org/10.1007/s00126-021-01041-8",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Mineralium Deposita","Springer"
"Schneider, Kathrin P.;Hoffmann, J. Elis;Kröner, A.;Balduin, Alexander;Sprung, P.;Schleicher, A. M.;Münker, C.","A Mesoarchean large igneous province on the Eastern Kaapvaal Craton (Southern Africa) confirmed by metavolcanic rocks from Kubuta, Eswatini","Lithosphere. - Boulder, Colo.: The Geological Society of America, GSA, 2022, Special 8, Artikel 5729877 (25 Seiten), . - 1947-4253.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.2113/2022/5729877","http://dx.doi.org/10.2113/2022/5729877","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Lithosphere","GeoScienceWorld"
"Doting, Eva L.;Davie-Martin, Cleo L.;Johansen, Anders;Benning, Liane G.;Tranter, Martyn;Rinnan, Riikka;Anesio, Alexandre M.","Greenland ice sheet surfaces colonized by microbial communities emit volatile organic compounds","Frontiers in microbiology. - Lausanne: Frontiers Media, 13, 2022, Artikel 886293 (14 Seiten), . - 1664-302X.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3389/fmicb.2022.886293","http://dx.doi.org/10.3389/fmicb.2022.886293","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Frontiers in microbiology","Frontiers"
"Cai, Di;Henehan, Michael J.;Uhlig, David;Blanckenburg, Friedhelm von","Mg isotope composition of runoff is buffered by the regolith exchangeable pool","Geochimica et cosmochimica acta. - New York, NY: Elsevier Science, 321, 2022, Seite 99-114, . - 0016-7037.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.gca.2022.01.011","http://dx.doi.org/10.1016/j.gca.2022.01.011",NA,"no status","no status","green","open","TRUE","TRUE","NA","no CC license","Geochimica et Cosmochimica Acta","Elsevier"
"Blanckenburg, Friedhelm von;Sens-Schönefelder, Christoph;Kaiser, Knut","Kimagerechte Geowissenschaften Glaubwürdigkeit und Vorbild","Geowissenschaftliche Mitteilungen. - Bonn: ARGE GMit, 90, 2022, Seite 8-19, . - 1616-3931.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.23689/fidgeo-5688","http://dx.doi.org/10.23689/fidgeo-5688","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Geowissenschaftliche Mitteilungen","FID GEO"
"Sajil Kumar, Pazhuparambil Jayarajan;Schneider, Michael;Elango, Lakshmanan","The state-of-the-art estimation of groundwater recharge and water balance with a special emphasis on India a critical review","Sustainability. - Basel: MDPI, 14, 2022, 1, Artikel 340 (16 Seiten), . - 2071-1050.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3390/su14010340","http://dx.doi.org/10.3390/su14010340","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Sustainability","MDPI"
"Curone, P.;Izquierdo, A. F.;Testi, L.;Lodato, G.;Facchini, S.;Natta, A.;Pinilla, P.;Kurtovic, N. T.;Toci, C.;Benisty, M.;Tazzari, M.;Borsa, F.;Lombardi, M.;Manara, C. F.;Sanchis, Enrique;Ricci, L.","A giant planet shaping the disk around the very low-mass star CIDA 1","Astronomy & astrophysics. - Les Ulis: EDP Sciences, 665, 2022, Artikel A25 (22 Seiten), . - 0004-6361.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1051/0004-6361/202142748","http://dx.doi.org/10.1051/0004-6361/202142748","Open Access","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Astronomy & Astrophysics","EDP schiences"
"Cavalazzi, B.;Westall, F.;Noack, Lena;Taubner, R.-S.;Milojevic, T.;Finster, K.","Special issue: Open questions and next steps in astrobiology in Europe - celebrating 20 years of EANA","International journal of astrobiology. - Cambridge: Cambridge University Press, 21, 2022, 5, Seite 261-267, . - 1475-3006.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1017/s1473550422000362","http://dx.doi.org/10.1017/S1473550422000362",NA,"no status","no status","bronze","closed","FALSE","FALSE","© the authors","no CC license","International Journal of Astrobiology","Cambridge University Press"
"Phung, Nga;Mattoni, Alessandro;Smith, Joel A.;Skroblin, Dieter;Köbler, Hans;Choubrac, Leo;Breternitz, Joachim;Li, Jinzhao;Unold, Thomas;Schorr, Susan;Gollwitzer, Christian;Scheblykin, Ivan G.;Unger, Eva L.;Saliba, Michael;Meloni, Simone;Abate, Antonio;Merdasa, Aboma","Photoprotection in metal halide perovskites by ionic defect formation","Joule. - Amsterdam: Elsevier B.V., 6, 2022, 9, Seite 2152-2174, . - 2542-4351.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.joule.2022.06.029","http://dx.doi.org/10.1016/j.joule.2022.06.029",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Joule","Elsevier"
"Schuck, Götz;Többens, Daniel M.;Wallacher, Dirk;Grimm, Nico;Tien, Tong Sy;Schorr, Susan","Temperature-dependent EXAFS measurements of the Pb L3-edge allow quantification of the anharmonicity of the lead-halide bond of chlorine-substituted methylammonium (MA) lead triiodide","The journal of physical chemistry / C, Energy, materials, and catalysis. - Washington, DC: ACS Publications, 126, 2022, 12, Seite 5388-5402, . - 1932-7447.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1021/acs.jpcc.1c05750","http://dx.doi.org/10.1021/acs.jpcc.1c05750",NA,"no status","no status","green","open","TRUE","TRUE","NA","no CC license","The Journal of Physical Chemistry Letters","ACS Publications"
"Agbenyeke, Raphael;Andreasen, Jens Wenzel;Benhaddou, Nada;Bowers, Jake W.;Breternitz, Joachim;Bär, Marcus;Dimitrievska, Mirjana;Fermin, David J.;Ganose, Alex;Hawkins, Cara;Jaramillo, Rafael;Kavanagh, Seán R.;Kondrotas, Rokas;Major, Jonathan D.;Mandati, Sreekanth;Nicolson, Adair;Platzer Björkman, Charlotte;Savory, Christopher;Scanlon, David O.;Schorr, Susan;Scragg, Jonathan J. S.;Sheppard, Alice;Shin, Byungha;Siebentritt, Susanne;Sood, Mohit;Sopiha, Kostiantyn V.;Spalatu, Nicolae;Tang, Jiang;Walsh, Aron;Weiss, Thomas P.;Woods-Robinson, Rachel;Yetkin, Hasan Arif","Materials design and bonding general discussion","Faraday discussions. - Cambridge: Royal Society of Chemistry, 239, 2022, Seite 375-404, . - 1359-6640.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1039/d2fd90058k","http://dx.doi.org/10.1039/D2FD90058K",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Faraday Discussions","Royal Society of Chemistry"
