"authors","title","complete_ds_ubib","year","fachbereich_ubib","institut_ubib","institut_short","subject_area","genre_ubib","year_ubib","doi","link","oa_status_bib","oa_status_bib_binary","oa_status_bib_true_false","oa_status_manual","oa_status_manual_binary","oa_status_manual_true_false","oa_status_unpaywall_api","license_bib","license_manual","journal_name","publisher"
"Diekmann, Christopher J.; Schneider, Matthias; Knippertz, Peter; Vries, Andries J. de; Pfahl, Stephan; Aemisegger, Franziska; Dahinden, Fabienne; Ertl, Benjamin; Khosrawi, Farahnaz; Wernli, Heini; Braesicke, Peter","A Lagrangian perspective on stable water isotopes during the West African monsoon","JGR / Atmospheres. Hoboken, NJ: Wiley, 126, 2021, 19, Artikel e2021JD034895, . 2169-897X.",2021,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2021,"10.1029/2021jd034895","http://dx.doi.org/10.1029/2021JD034895","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","JGR Atmospheres","Wiley"
"Hittmeir, Sabine; Klein, Rupert; Müller, Annette; Névir, Peter; Rudolph, Annette","The dynamic state index with moisture and phase changes","Journal of mathematical physics. College Park, Md.: American Institute of Physics, 62, 2021, 12, Artikel 123101 (18 Seiten), . 0022-2488.",2021,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2021,"10.1063/5.0053751","http://dx.doi.org/10.1063/5.0053751",NA,"no status","no status","green","open","TRUE","TRUE","copyright by authors","no CC license","Journal of Mathematical Physics","AIP Publishing"
"Dahinden, Fabienne; Aemisegger, Franziska; Wernli, Heini; Schneider, Matthias; Diekmann, Christopher J.; Ertl, Benjamin; Knippertz, Peter; Werner, Martin; Pfahl, Stephan","Disentangling different moisture transport pathways over the eastern subtropical North Atlantic using multi-platform isotope observations and high-resolution numerical modelling","Atmospheric chemistry and physics. Katlenburg-Lindau: EGU, 21, 2021, 21, Seite 16319-16347, . 1680-7324.",2021,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2021,"10.5194/acp-21-16319-2021","http://dx.doi.org/10.5194/acp-21-16319-2021","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Atmospheric Chemistry and Physics","Copernicus"
"Langer, Ines; Fakharizadehshirazi, Elham; Werner, Jochen","Spatial variation of physiologically equivalent temperature in different local climate zones of a large city during a hot spell","Meteorologische Zeitschrift. Stuttgart: E. Schweizerbart Science Publishers, 30, 2021, 2, Seite 115-125, . 0941-2948.",2021,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2021,"10.1127/metz/2020/0996","http://dx.doi.org/10.1127/metz/2020/0996","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by-nc 4.0","cc-by-nc","Meteorologische Zeitschrift","Schweizbart Science Publishers"
"Detring, Carola; Müller, Annette; Schielicke, Lisa; Névir, Peter; Rust, Henning W.","Occurrence and transition probabilities of omega and high-over-low blocking in the Euro-Atlantic region","Weather and climate dynamics. Go?ttingen: Copernicus Publications, 2, 2021, 4, Seite 927-952, . 2698-4016.",2021,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2021,"10.5194/wcd-2-927-2021","http://dx.doi.org/10.5194/wcd-2-927-2021","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Weather and Climate Dynamics","Copernicus"
"Zhuo, Zhihong; Kirchner, Ingo; Pfahl, Stephan; Cubasch, Ulrich","Climate impact of volcanic eruptions: the sensitivity to eruption season and latitude in MPI-ESM ensemble experiments","Atmospheric chemistry and physics. Katlenburg-Lindau: EGU, 21, 2021, 17, Seite 13425-13442, . 1680-7324.",2021,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2021,"10.5194/acp-21-13425-2021","http://dx.doi.org/10.5194/acp-21-13425-2021","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Atmospheric Chemistry and Physics","Copernicus"
"Baldwin, Mark P.; Ayarzagüena, Blanca; Birner, Thomas; Butchart, Neal; Butler, Amy H.; Charlton?Perez, Andrew J.; Domeisen, Daniela I. V.; Garfinkel, Chaim I.; Garny, Hella; Gerber, Edwin P.; Hegglin, Michaela I.; Langematz, Ulrike; Pedatella, Nicholas M.","Sudden stratospheric warmings","Reviews of geophysics. Hoboken, NJ: Wiley, 59, 2021, 1, Artikel e2020RG000708, . 8755-1209.",2021,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2021,"10.1029/2020rg000708","http://dx.doi.org/10.1029/2020RG000708","Open Access bronze","open","TRUE","bronze","closed","FALSE","FALSE","//","no CC license","Reviews of Geophysics","Wiley"
"Thürkow, Markus; Kirchner, Ingo; Kranenburg, R.; Timmermans, R. M. A.; Schaap, Martijn","A multi-meteorological comparison for episodes of PM10 concentrations in the Berlin agglomeration area in Germany with the LOTOS-EUROS CTM","Atmospheric environment. Amsterdam: Elsevier Science, 244, 2021, Artikel 117946, . 0004-6981.",2021,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2021,"10.1016/j.atmosenv.2020.117946","http://dx.doi.org/10.1016/j.atmosenv.2020.117946",NA,"no status","no status","green","open","TRUE","TRUE","//","no CC license","Atmospheric Environment","Elsevier"
"Kadow, Christopher; Illing, Sebastian; Lucio-Eceiza, Etor E.; Bergemann, Martin; Ramadoss, Mahesh; Sommer, Philipp S.; Kunst, Oliver; Schartner, Thomas; Pankatz, Klaus; Grieger, Jens; Schuster, Mareike; Richling, Andy; Thiemann, Hannes; Kirchner, Ingo; Rust, Henning W.; Ludwig, Thomas; Cubasch, Ulrich; Ulbrich, Uwe","Introduction to Freva: a free evaluation system framework for Earth system modeling","Journal of Open Research Software. London: Ubiquity Press, 9, 2021, 1, Artikel 13 (14 Seiten), . 2049-9647.",2021,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2021,"10.5334/jors.253","http://dx.doi.org/10.5334/jors.253",NA,"no status","no status","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Journal of Open Research Software","Software Sustainibility Institute"
"Thurnherr, Iris; Kozachek, Anna; Graf, Pascal; Weng, Yongbiao; Bolshiyanov, Dimitri; Landwehr, Sebastian; Pfahl, Stephan; Schmale, Julia; Sodemann, Harald; Steen-Larsen, Hans Christian; Toffoli, Alessandro; Wernli, Heini; Aemisegger, Franziska","Meridional and vertical variations of the water vapour isotopic composition in the marine boundary layer over the Atlantic and Southern Ocean","Atmospheric chemistry and physics. Katlenburg-Lindau: EGU, 20, 2020, 9, Seite 5811-5835, . 1680-7324.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.5194/acp-20-5811-2020","http://dx.doi.org/10.5194/acp-20-5811-2020","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Atmospheric Chemistry and Physics","Copernicus"
"Kuai, Le; Bowman, Kevin W.; Miyazaki, Kazuyuki; Deushi, Makoto; Revell, Laura; Rozanov, Eugene; Paulot, Fabien; Strode, Sarah; Conley, Andrew; Lamarque, Jean-François; Jöckel, Patrick; Plummer, David A.; Oman, Luke D.; Worden, Helen; Kulawik, Susan; Paynter, David; Stenke, Andrea; Kunze, Markus","Attribution of Chemistry-Climate Model Initiative (CCMI) ozone radiative flux bias from satellites","Atmospheric chemistry and physics. Katlenburg-Lindau: EGU, 20, 2020, 1, Seite 281-301, . 1680-7324.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.5194/acp-20-281-2020","http://dx.doi.org/10.5194/acp-20-281-2020","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Atmospheric Chemistry and Physics","Copernicus"
"Boergens, Eva; Dobslaw, Henryk; Dill, Robert; Thomas, Maik; Dahle, Christoph; Murböck, Michael; Flechtner, Frank","Modelling spatial covariances for terrestrial water storage variations verified with synthetic GRACE-FO data","GEM : international journal on geomathematics. Berlin: Springer, 11, 2020, 1, Artikel 24, . 1869-2672.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1007/s13137-020-00160-0","http://dx.doi.org/10.1007/s13137-020-00160-0","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","GEM - International Journal on Geomathematics","Springer"
"Meredith, Edmund P.; Ulbrich, Uwe; Rust, Henning W.","Subhourly rainfall in a convection-permitting model","Environmental research letters. Bristol: IOP Publishing, 15, 2020, 3, Artikel 034031 (11 Seiten), . 1748-9326.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1088/1748-9326/ab6787","http://dx.doi.org/10.1088/1748-9326/ab6787","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Environmental Research Letters","IOP"
"Becker, Nico; Rust, Henning W.; Ulbrich, Uwe","Predictive modeling of hourly probabilities for weather-related road accidents","Natural hazards and earth system sciences. Göttingen: Copernicus Publications, 20, 2020, 10, Seite 2857-2871, . 1684-9981.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.5194/nhess-20-2857-2020","http://dx.doi.org/10.5194/nhess-20-2857-2020","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Natural Hazards and Earth System Sciences","Copernicus"
"Amos, Matt; Young, Paul J.; Hosking, J. Scott; Lamarque, Jean-François; Abraham, N. Luke; Akiyoshi, Hideharu; Archibald, Alexander T.; Bekki, Slimane; Deushi, Makoto; Jöckel, Patrick; Kinnison, Douglas; Kirner, Ole; Kunze, Markus; Marchand, Marion; Plummer, David A.; Saint-Martin, David; Sudo, Kengo; Tilmes, Simone; Yamashita, Yousuke","Projecting ozone hole recovery using an ensemble of chemistry-climate models weighted by model performance and independence","Atmospheric chemistry and physics. Katlenburg-Lindau: EGU, 20, 2020, 16, Seite 9961-9977, . 1680-7324.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.5194/acp-20-9961-2020","http://dx.doi.org/10.5194/acp-20-9961-2020","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Atmospheric Chemistry and Physics","Copernicus"
"Rousi, Efi; Rust, Henning W.; Ulbrich, Uwe; Anagnostopoulou, Christina","Implications of winter NAO flavors on present and future European climate","Climate. Basel: MDPI, 8, 2020, 1, Artikel 13 (18 Seiten), . 2225-1154.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.3390/cli8010013","http://dx.doi.org/10.3390/cli8010013","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Climate","MDPI"
"Dobslaw, Henryk; Dill, Robert; Bagge, Meike; Klemann, Volker; Boergens, Eva; Thomas, Maik; Dahle, Christoph; Flechtner, Frank","Gravitationally consistent mean barystatic sea level rise from leakage?corrected monthly GRACE data","Journal of geophysical research / Solid earth. Hoboken, NJ: Wiley, 125, 2020, 11, Artikel e2020JB020923, . 2169-9313.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1029/2020jb020923","http://dx.doi.org/10.1029/2020JB020923","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc 4.0","cc-by-nc","JGR Solid Earth","Wiley"
"Jurado, Oscar E.; Ulrich, Jana; Scheibel, Marc; Rust, Henning W.","Evaluating the Performance of a Max-Stable Process for Estimating Intensity-Duration-Frequency Curves","Water. Basel: MDPI, 12, 2020, 12, Artikel 3314, . 2073-4441.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.3390/w12123314","http://dx.doi.org/10.3390/w12123314","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","water","MDPI"
"Irrgang, Christopher; Saynisch?Wagner, Jan; Dill, Robert; Boergens, Eva; Thomas, Maik","Self?validating deep learning for recovering terrestrial water storage from gravity and altimetry measurements","Geophysical research letters. Hoboken, NJ: Wiley, 47, 2020, 17, Artikel e2020GL089258, . 0094-8276.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1029/2020gl089258","http://dx.doi.org/10.1029/2020GL089258","Open Access hybrid","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Geophysical Research Letters","Wiley"
"Matsaba, Emmanuel Ochola; Langer, Ines; Adimo, Aggrey Ochieng; Mukundi, John Bosco; Wesonga, John Mwibanda","Spatio-temporal variability of simulated 2 m air temperature for Nairobi City, Kenya","Current urban studies. Irvine, Calif.: Scientific Research Publishing, 8, 2020, 2, Seite 205-221, . 2328-4900.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.4236/cus.2020.82011","http://dx.doi.org/10.4236/cus.2020.82011","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Current Urban Studies","Scientific Research"
"Nissen, Katrin M.; Becker, Nico; Dähne, O.; Rabe, M.; Scheffler, J.; Solle, M.; Ulbrich, Uwe","How does weather affect the use of public transport in Berlin?","Environmental research letters. Bristol: IOP Publishing, 15, 2020, 8, Artikel 085001 (9 Seiten), . 1748-9326.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1088/1748-9326/ab8ec3","http://dx.doi.org/10.1088/1748-9326/ab8ec3","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Environmental Research Letters","IOP"
"Saynisch?Wagner, J.; Petereit, J.; Irrgang, C.; Thomas, Maik","Phase changes of electromagnetic oceanic tidal signals","JGR / Oceans. Hoboken, NJ: Wiley, 125, 2020, 4, Artikel e2019JC015960, . 2169-9275.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1029/2019jc015960","http://dx.doi.org/10.1029/2019JC015960","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","JGR Oceans","Wiley"
"Dill, R.; Dobslaw, H.; Hellmers, H.; Kehm, A.; Bloßfeld, M.; Thomas, Maik; Seitz, F.; Thaller, D.; Hugentobler, U.; Schönemann, E.","Evaluating processing choices for the geodetic estimation of earth orientation parameters with numerical models of global geophysical fluids","Journal of geophysical research / Solid earth. Hoboken, NJ: Wiley, 125, 2020, 9, Artikel e2020JB020025, . 2169-9313.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1029/2020jb020025","http://dx.doi.org/10.1029/2020JB020025","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","JGR Solid Earth","Wiley"
"Steinfeld, Daniel; Boettcher, Maxi; Forbes, Richard; Pfahl, Stephan","The sensitivity of atmospheric blocking to upstream latent heating - numerical experiments","Weather and climate dynamics. Go?ttingen: Copernicus Publications, 1, 2020, 2, Seite 405-426, . 2698-4016.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.5194/wcd-1-405-2020","http://dx.doi.org/10.5194/wcd-1-405-2020","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Weather and Climate Dynamics","Copernicus"
"Spiegl, Tobias; Langematz, Ulrike","Twenty-first-century climate change hot spots in the light of a weakening sun","Journal of climate. Boston, Mass.: AMS, 33, 2020, 9, Seite 3431-3447, . 0894-8755.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1175/jcli-d-19-0059.1","http://dx.doi.org/10.1175/JCLI-D-19-0059.1",NA,"no status","no status","bronze","closed","FALSE","FALSE","//","no CC license","Journal of Climate","AMS"
"Kunze, Markus; Kruschke, Tim; Langematz, Ulrike; Sinnhuber, Miriam; Reddmann, Thomas; Matthes, Katja","Quantifying uncertainties of climate signals in chemistry climate models related to the 11-year solar cycle: part 1: Annual mean response in heating rates, temperature, and ozone","Atmospheric chemistry and physics. Katlenburg-Lindau: EGU, 20, 2020, 11, Seite 6991-7019, . 1680-7324.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.5194/acp-20-6991-2020","http://dx.doi.org/10.5194/acp-20-6991-2020","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Atmospheric Measurement Techniques","Copernicus"
"Müller, Annette; Niedrich, Benjamin; Névir, Peter","Three-dimensional potential vorticity structures for extreme precipitation events on the convective scale","Tellus / Series A, Dynamic meteorology and oceanography. Abingdon: Taylor & Francis, 72, 2020, 1, Artikel 1811535, . 1600-0870.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1080/16000870.2020.1811535","http://dx.doi.org/10.1080/16000870.2020.1811535","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by-nc 4.0","cc-by-nc","Tellus A: Dynamic Meteorology and Oceanography","Stockholm University Press"
"Irrgang, Christopher; Saynisch?Wagner, Jan; Thomas, Maik","Machine learning?based prediction of spatiotemporal uncertainties in global wind velocity reanalyses","Journal of advances in modeling earth systems. Fort Collins, Colo.: Wiley, 12, 2020, 5, Artikel e2019MS001876, . 1942-2466.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1029/2019ms001876","http://dx.doi.org/10.1029/2019MS001876","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by-nc 4.0","cc-by-nc","Journal of Advances in Modeling Earth Systems","Wiley"
"Zhuo, Zhihong; Gao, C.; Kirchner, Ingo; Cubasch, Ulrich","Impact of volcanic aerosols on the hydrology of the Asian monsoon and westerlies?dominated subregions: comparison of proxy and multimodel ensemble means","JGR / Atmospheres. Hoboken, NJ: Wiley, 125, 2020, 18, Artikel e2020JD032831, . 2169-897X.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.1029/2020jd032831","http://dx.doi.org/10.1029/2020JD032831","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","JGR Atmospheres","Wiley"
"Ulrich, Jana; Jurado, Oscar E.; Peter, Madlen; Scheibel, Marc; Rust, Henning W.","Estimating IDF curves consistently over durations with spatial covariates","Water. Basel: MDPI, 12, 2020, 11, Artikel 3119, . 2073-4441.",2020,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2020,"10.3390/w12113119","http://dx.doi.org/10.3390/w12113119","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","water","MDPI"
"Müller, Annette; Névir, Peter","Using the concept of the Dynamic State Index for a scale-dependent analysis of atmospheric blocking","Meteorologische Zeitschrift. Stuttgart: E. Schweizerbart Science Publishers, 28, 2019, 6, Seite 487-498, . 0941-2948.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1127/metz/2019/0963","http://dx.doi.org/10.1127/metz/2019/0963","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by-nc 4.0","cc-by-nc","Meteorologische Zeitschrift","Schweizbart Science Publishers"
"Lupa?cu, Aurelia; Butler, Timothy","Source attribution of European surface O3 using a tagged O3 mechanism","Atmospheric chemistry and physics. Katlenburg-Lindau: EGU, 19, 2019, 23, Seite 14535-14558, . 1680-7324.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.5194/acp-19-14535-2019","http://dx.doi.org/10.5194/acp-19-14535-2019","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Atmospheric Chemistry and Physics","Copernicus"
"Männel, Benjamin; Dobslaw, Henryk; Dill, Robert; Glaser, Susanne; Balidakis, Kyriakos; Thomas, Maik; Schuh, Harald","Correcting surface loading at the observation level: impact on global GNSS and VLBI station networks","Journal of geodesy. Berlin: Springer, 93, 2019, 10, Seite 2003-2017, . 0949-7714.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1007/s00190-019-01298-y","http://dx.doi.org/10.1007/s00190-019-01298-y","Open Access green","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Journal of Geodesy","Springer"
"Langematz, Ulrike","Stratospheric ozone: down and up through the anthropocene","ChemTexts. Berlin: Springer, 5, 2019, 2, Artikel 8, . 2199-3793.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1007%2fs40828-019-0082-7","http://dx.doi.org/10.1007/s40828-019-0082-7","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","ChemTexts","Springer"
"Zschenderlein, Philipp; Pardowitz, Tobias; Ulbrich, Uwe","Application of an object-based verification method to ensemble forecasts of 10?m wind gusts during winter storms","Meteorologische Zeitschrift. Stuttgart: E. Schweizerbart Science Publishers, 28, 2019, 3, Seite 203-213, . 0941-2948.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1127/metz/2019/0880","http://dx.doi.org/10.1127/metz/2019/0880",NA,"no status","no status","gold","open","TRUE","TRUE","cc-by-nc 4.0","cc-by-nc","Meteorologische Zeitschrift","Schweizbart Science Publishers"
"Schielicke, Lisa; Gatzen, Christoph Peter; Ludwig, Patrick","Vortex identification across different scales","Atmosphere. Basel: MDPI AG, 10, 2019, 9, Artikel 518 (25 Seiten), . 2073-4433.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.3390/atmos10090518","http://dx.doi.org/10.3390/atmos10090518","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","atmosphere","MDPI"
"Büeler, Dominik; Pfahl, Stephan","Potential vorticity diagnostics to quantify effects of latent heating in extratropical cyclones: part II: application to idealized climate change simulations","Journal of the atmospheric sciences. Boston, Mass.: American Meteorological Society, 76, 2019, 7, Seite 1885-1902, . 0022-4928.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1175/jas-d-18-0342.1","http://dx.doi.org/10.1175/JAS-D-18-0342.1","Open Access bronze","open","TRUE","bronze","closed","FALSE","FALSE","//","no CC license","Journal of the Atmospheric Sciences","AMS"
"Pasquier, J. T.; Pfahl, Stephan; Grams, C. M.","Modulation of atmospheric river occurrence and associated precipitation extremes in the North Atlantic Region by European weather regimes","Geophysical research letters. Hoboken, NJ: Wiley, 46, 2019, 2, Seite 1014-1023, . 0094-8276.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1029/2018gl081194","http://dx.doi.org/10.1029/2018GL081194","Open Access green","open","TRUE","bronze","closed","FALSE","FALSE","cc-by 4.0","cc-by","Geophysical Research Letters","Wiley"
"Cremonese, Lorenzo; Weger, Lindsey B.; Gon, Hugo Denier van der; Bartels, Marianne Pascale; Butler, Tim","Emission scenarios of a potential shale gas industry in Germany and the United Kingdom","Elementa : science of the anthropocene. Washington, DC: BioOne, 7, 2019, 1, Artikel 18, . 2325-1026.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1525/elementa.359","http://dx.doi.org/10.1525/elementa.359","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Elementa: Science of the Anthropocene","University of California Press"
"Russo, Emmanuele; Kirchner, Ingo; Pfahl, Stephan; Schaap, Martijn; Cubasch, Ulrich","Sensitivity studies with the regional climate model COSMO-CLM 5.0 over the CORDEX Central Asia domain","Geoscientific model development. Katlenburg-Lindau: Copernicus, 12, 2019, 12, Seite 5229-5249, . 1991-9603.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.5194/gmd-12-5229-2019","http://dx.doi.org/10.5194/gmd-12-5229-2019","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Geoscientific Model Development","Copernicus"
"Dolores, Edgar; Caetano, Ernesto; López-Bravo, Luis Clemente; Calheiros, Alan","Influence of soil moisture on mesoscale convective initiation in central Mexico","European journal of remote sensing. Florence: geoLAB, Laboratory of Geomatics, 52, 2019, 1, Seite 640-652, . 2279-7254.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1080/22797254.2019.1700397","http://dx.doi.org/10.1080/22797254.2019.1700397","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by-nc 4.0","cc-by-nc","European Journal of Remote Sensing","Taylor and Francis Online"
"Wang, Linsong; Khan, Shfaqat A.; Bevis, Michael; Broeke, Michiel R. van den; Kaban, Mikhail K.; Thomas, Maik; Chen, Chao","Downscaling GRACE predictions of the crustal response to the present-day mass changes in Greenland","Journal of geophysical research / Solid earth. Hoboken, NJ: Wiley, 124, 2019, 5, Seite 5134-5152, . 2169-9313.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1029/2018jb016883","http://dx.doi.org/10.1029/2018JB016883","Open Access green","open","TRUE","bronze","closed","FALSE","FALSE","//","no CC license","JGR Solid Earth","Wiley"
"Fenner, Daniel; Holtmann, Achim; Meier, Fred; Langer, Ines; Scherer, Dieter","Contrasting changes of urban heat island intensity during hot weather episodes","Environmental research letters. Bristol: IOP Publishing, 14, 2019, 12, Artikel 124013 (12 Seiten), . 1748-9326.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1088/1748-9326/ab506b","http://dx.doi.org/10.1088/1748-9326/ab506b","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 3.0","cc-by","Enviromental Research","IOP"
"Paxian, Andreas; Ziese, Markus; Kreienkamp, Frank; Pankatz, Klaus; Brand, Sascha; Pasternack, Alexander; Pohlmann, Holger; Modali, Kameswarrao; Früh, Barbara","User-oriented global predictions of the GPCC drought index for the next decade","Meteorologische Zeitschrift. Stuttgart: E. Schweizerbart Science Publishers, 28, 2019, 1, Seite 3-21, . 0941-2948.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1127/metz/2018/0912","http://dx.doi.org/10.1127/metz/2018/0912","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by-nc 4.0","cc-by-nc","Meteorologische Zeitschrift","Schweizbart Science Publishers"
"Chi, Xiaoli; Cubasch, Ulrich; Sodoudi, Sahar","Assessment of human bio-meteorological environment over the Tibetan Plateau region based on CORDEX climate model projections","Theoretical and applied climatology. Wien: Springer, 137, 2019, 1/2, Seite 893-907, . 0177-798X.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.1007/s00704-018-2632-0","http://dx.doi.org/10.1007/s00704-018-2632-0",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Theoretical and Applied Climatology","Springer"
"Škerlak, Bojan; Pfahl, Stephan; Sprenger, Michael; Wernli, Heini","A numerical process study on the rapid transport of stratospheric air down to the surface over western North America and the Tibetan Plateau","Atmospheric chemistry and physics. Katlenburg-Lindau: EGU, 19, 2019, 9, Seite 6535-6549, . 1680-7324.",2019,"FB Geowissenschaften","Meteorologie (WE 3)","WE 3",NA,"journal article",2019,"10.5194/acp-19-6535-2019","http://dx.doi.org/10.5194/acp-19-6535-2019","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Atmospheric Chemistry and Physics","Copernicus"
