"complete_ds_ubib","authors","title","pid","link","genre_ubib","genre_manual","year","year_ubib","fachbereich_ubib","institut_ubib","institut_short","subject_area","oa_status_bib","oa_status_bib_binary","oa_status_bib_true_false","oa_status_manual","oa_status_manual_binary","oa_status_manual_true_false","oa_status_unpaywall_api","license_bib","license_manual","publisher","journal_name"
"""(Beitrag in einem Buch) Denk, T.; Mottola, S.; Bottke, W. F.; Hamilton, D. P.: Phoebe and Saturn's captured outer moons / T. Denk, S. Mottola, W. F. Bottke, D. P. Hamilton.,  Enthalten in: Enceladus and the Icy Moons of Saturn (Veranstaltung) (2016 : Boulder, Colo.) Enceladus and the icy moons of Saturn : July 26-29, 2016, Boulder, Colorado : program / institutional support: Universities Space Research Association (USRA), Lunar and Planetary Institute (LPI) ; local organizing committee: Larry Esposito (University of Colorado), Carly Howett (Southwest Research Institute), Laura Bloom (University of Colorado) ; science organizing committee: Paul Schenk (Lunar and Planetary Institute) [und 23 weitere] Houston TX: Lunar and Planetary Institute, 2016 Abstract 3061 LPI contribution ; no. 1927, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Planetologie / Fernerkundung]""",NA,"phoebe and saturn's captured outer moons",NA,"https://www.hou.usra.edu/meetings/enceladus2016/pdf/3061.pdf","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Denk, T.; Spencer, J. R.; Roatsch, T.; Schmedemann, N.; Galuba, G. G.: Saturnian moon Iapetus - global albedo enigma and Cassini ISS observations / T. Denk, J. R. Spencer, T. Roatsch, N. Schmedemann, G. G. Galuba.,  Enthalten in: Enceladus and the Icy Moons of Saturn (Veranstaltung) (2016 : Boulder, Colo.) Enceladus and the icy moons of Saturn : July 26-29, 2016, Boulder, Colorado : program / institutional support: Universities Space Research Association (USRA), Lunar and Planetary Institute (LPI) ; local organizing committee: Larry Esposito (University of Colorado), Carly Howett (Southwest Research Institute), Laura Bloom (University of Colorado) ; science organizing committee: Paul Schenk (Lunar and Planetary Institute) [und 23 weitere] Houston TX: Lunar and Planetary Institute, 2016 Abstract 3063 LPI contribution ; no. 1927, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Planetologie / Fernerkundung]""",NA,"saturnian moon iapetus - global albedo enigma and cassini iss observations",NA,"https://www.hou.usra.edu/meetings/enceladus2016/pdf/3063.pdf","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Gasselt, Stephan van; Neesemann, Adrian: Re-assessing lunar surface ages : locations for future sample return missions / Stephan van Gasselt, Adrian Neesemann.,  Enthalten in: Asia Oceania Geosciences Society.  Meeting (13. : 2016 : Peking) AOGS 2016 : 13th annual meeting, 31 Jul to 5 Aug, Beijing / Asia Oceania Geosciences Society Singapore: AOGS Secretariat at Meeting Matters International, 2016 Abstract PS19-D3-PM1-301B(L3S)-010 (PS19-A020), [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Planetologie / Fernerkundung]""",NA,"re-assessing lunar surface ages: locations for future sample return missions",NA,NA,"Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Graf, Bernhard; Leinfelder, Reinhold; Trischler, Helmuth: Forschen. Museen als Orte der Wissensproduktion = Research : museums as a site of knowledge / Bernhard Graf, Reinhold Leinfelder, Helmuth Trischler.,  Enthalten in: Museen zwischen Qualität und Relevanz : Denkschrift zur Lage der Museen : Kurzfassungen = Museums between quality and relevance : Denkschrift on the state of Museums : abstracts für das Institut für Museumsforschung - Staatliche Museen zu Berlin und den Deutschen Museumsbund e.V. herausgegeben von Bernhard Graf und Volker Rodekamp 1. Auflage Berlin: Holy Verlag, 2016 Seite 43-44, 45-46 Berliner Schriften zur Museumsforschung ; 30, Sonderband, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Paläontologie]""",NA,"forschen. museen als orte der wissensproduktion = research: museums as a site of knowledge",NA,NA,"Beitrag in einem Buch","other",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Halbach, Peter; Jahn, Andreas: Concentrations and metal potentials of REEs in marine polymetallic module and Co-rich crust deposits / Peter Halbach, Andreas Jahn.,  Enthalten in: West Pomerania Deep Sea Mining Conference (2016 : Szczecin) Deep sea mining value chain : organization, technology and development / edited by Tomasz Abramowski Szczecin: Interoceanmetal Joint Organization, 2016 Seite 119-131, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie] ISBN 978-83-944323-1-7""",NA,"concentrations and metal potentials of rees in marine polymetallic module and co-rich crust deposits",NA,NA,"Beitrag in einem Buch","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Incel, Sarah; Hilairet, Nadège; John, Timm; Labrousse, Loïc; Ferrand, Thomas Pascal; Deldicque, D.; Wang, Yanbin; Renner, Jörg; Morales, Luiz F. G.; Schubnel, Alexandre: Laboratory earthquakes triggered during the eclogitization of lawsonite bearing blueschist / Sarah Incel, Nadège Hilairet, Timm John, Loïc Labrousse, Thomas Pascal Ferrand, D. Deldicque, Yanbin Wang, Jörg Renner, Luiz F. G. Morales, Alexandre Schubnel.,  Enthalten in: American Geophysical Union. Fall Meeting (2016 : San Francisco, Calif.) AGU Fall Meeting : San Francisco, 12-16 December 2016 : 2016 fall meeting program Washington, DC: American Geophysical Union, 2016 Abstract S41B-2771, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie]""",NA,"laboratory earthquakes triggered during the eclogitization of lawsonite bearing blueschist",NA,"https://agu.confex.com/agu/fm16/meetingapp.cgi/Paper/122132","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) John, Timm; Vrijmoed, J. C.: Hydration of eclogite at the plate interface : an example of fluid infiltration into a dry rock / Timm John, J. C. Vrijmoed.,  Enthalten in: European Mineralogical Conference (2. : 2016 : Rimini) Minerals, rocks and fluids: alphabet and words of planet Earth : book of abstracts / 2nd European Mineralogical Conference, 11-15 September 2016, Rimini, Italy, emc 2016 ; editors: Bernardo Carmina and Marco Pasero [Rimini?], 2016 Seite 132, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie]""",NA,"hydration of eclogite at the plate interface: an example of fluid infiltration into a dry rock",NA,NA,"Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Kilicer, Nastasja; Dinske, Carsten: Induced seismicity generated by numerical pore pressure modeling and poroelastic stress modeling : case study Unterhaching geothermal reservoir / Nastasja Kilicer, Carsten Dinske.,  Enthalten in: Deutsche Geophysikalische Gesellschaft. Jahrestagung (76. : 2016 : Münster (Westf.)) 76. Jahrestagung der Deutschen Geophysikalischen Gesellschaft gemeinsam mit der Arbeitsgemeinschaft Extraterrestrische Forschung und dem Fachverband Extraterrestrische Physik der Deutschen Physikalischen Gesellschaft : 14.-17. März 2016 in Münster / Veranstalter: Deutsche Geophysikalische Gesellschaft e.V. Münster: Westfälische Wilhelms-Universität Münster, Institut für Geophysik, 2016 Seite 249, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geophysik]""",NA,"induced seismicity generated by numerical pore pressure modeling and poroelastic stress modeling: case study unterhaching geothermal reservoir","10.2312/dgg76","https://dgg-online.de/WordPress_01/wp-content/uploads/2016/07/DGG-2016-Abstractband.pdf","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Leinfelder, Reinhold: Das Haus der Zukunft (Berlin) als Ort der Partizipation / Reinhold Leinfelder.,  Enthalten in: Einblicke, Ausblicke, Weitblicke : aktuelle Perspektiven in der Zukunftsforschung / Reinhold Popp, gemeinsam mit Nele Fischer, Maria Heiskanen-Schüttler, Jana Holz, André Uhl 1. Auflage Wien: LIT Verlag GmbH & Co. KG, 2016 Seite 74-93, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Paläontologie]""",NA,"das haus der zukunft (berlin) als ort der partizipation",NA,"https://www.lit-verlag.de/isbn/978-3-643-90663-2","Beitrag in einem Buch","book-chapter",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Leinfelder, Reinhold; Haum, Rüdiger: Die Reise ins Anthropozän / Reinhold Leinfelder, Rüdiger Haum.,  Enthalten in: Unter 2 Grad? : Was der Weltklimavertrag wirklich bringt / Jörg Sommer, Michael Müller (Hrsg.) Stuttgart: S. Hirzel Verlag, 2016 Seite 132-141, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Paläontologie] eISBN 978-3-7776-2573-7""",NA,"die reise ins anthropozän",NA,"https://www.hirzel.de/unter-2-grad/9783777625706","Beitrag in einem Buch","book-chapter",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Leinfelder, Reinhold; Xylander, Willi E. R.: Naturwissenschaftliche Museen und Museen für Naturkunde = Museums of natural sciences and museums of natural history / Reinhold Leinfelder, Willi E. R. Xylander.,  Enthalten in: Museen zwischen Qualität und Relevanz : Denkschrift zur Lage der Museen : Kurzfassungen = Museums between quality and relevance : Denkschrift on the state of Museums : abstracts für das Institut für Museumsforschung - Staatliche Museen zu Berlin und den Deutschen Museumsbund e.V. herausgegeben von Bernhard Graf und Volker Rodekamp 1. Auflage Berlin: Holy Verlag, 2016 Seite 116-117, 118-119 Berliner Schriften zur Museumsforschung ; 30, Sonderband, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Paläontologie]""",NA,"naturwissenschaftliche museen und museen für naturkunde = museums of natural sciences and museums of natural history",NA,"https://www.smb.museum/fileadmin/website/Institute/Institut_fuer_Museumsforschung/Publikationen/Berliner_Schriften/IFM_Berliner_Schriften-Bd_30.pdf","Beitrag in einem Buch","book-chapter",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Magri, Fabien; Maßmann, Jobst; Wang, Wenqing; Benisch, Katharina: Coupled THM processes.,  Thermo-hydro-mechanical-chemical processes in fractured porous media : modelling and benchmarking ; closed form solutions ; Olaf Kolditz ... eds. Cham ; Heidelberg [u.a.]: Springer, 2016 S. 221-245 Terrestrial environmental sciences, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie]""",NA,"thermo-hydro-mechanical-chemical processes in fractured porous media: modelling and benchmarking",NA,"https://link.springer.com/chapter/10.1007/978-3-319-29224-3_9","Beitrag in einem Buch","book-chapter",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Mayr, Sibylle; Wilhelm, Helmut: Permeability estimations based on internal surface and NMR T2 for Chesapeake bay impact structure (Eyreville cores) / Sibylle Mayr, Helmut Wilhelm.,  Enthalten in: EAGE Conference and Exhibition (78. : 2016 : Wien) Efficient use of technology - unlocking potential : 78th EAGE Conference and Exhibition 2016 : Vienna, Austria, 30 May-2 June 2016 / European Association of Geoscientists & Engineers (EAGE) Red Hook, NY: Curran Associates Inc., 2017 Volume 2, Seite  1405-1409, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geophysik]""",NA,"permeability estimations based on internal surface and nmr t2 for chesapeake bay impact structure (eyreville cores)","10.3997/2214-4609.201600786","https://doi.org/10.3997/2214-4609.201600786","Beitrag in einem Buch","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Mouslopoulou, Vasiliki; Saltogianni, Vasso; Nicol, Andy; Oncken, Onno; Begg, John; Babeyko, Andrey Y.; Cesca, Simone; Moreno, Marcos: Breaking a subduction-termination from top to bottom : the large 2016 Kaiköura earthquake / Vasiliki Mouslopoulou, Vasso Saltogianni, Andy Nicol, Onno Oncken, John Begg, Andrey Y. Babeyko, Simone Cesca, Marcos Moreno.,  Enthalten in: American Geophysical Union. Fall Meeting (2018 : Washington, DC) AGU Fall Meeting : Washington, DC, 10-14 December 2018 [Washington, DC]: [AGU], 2018 Abstract T41C-02, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geologie]""",NA,"breaking a subduction-termination from top to bottom: the large 2016 kaiköura earthquake",NA,"https://agu.confex.com/agu/fm16/meetingapp.cgi/Paper/127099","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Roeser, Aurelian; Shapiro, Serge: 3D anisotropic full waveform modeling with an enhanced OASES workflow for complex source-receiver geometries / Aurelian Roeser, Serge Shapiro.,  Enthalten in: EAGE Conference and Exhibition (78. : 2016 : Wien) Efficient use of technology - unlocking potential : 78th EAGE Conference and Exhibition 2016 : Vienna, Austria, 30 May-2 June 2016 / European Association of Geoscientists & Engineers (EAGE) Red Hook, NY: Curran Associates Inc., 2017 Volume 7, Seite  4936-4940, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geophysik] DOI: 10.3997/2214-4609.201601416""",NA,"3d anisotropic full waveform modeling with an enhanced oases workflow for complex source-receiver geometries","10.3997/2214-4609.201601416","https://doi.org/10.3997/2214-4609.201601416","Beitrag in einem Buch","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license","European Association of Geoscientists & Engineers","78th EAGE Conference and Exhibition 2016"
"""(Beitrag in einem Buch) Sviridov, Viacheslav; Mayr, Sibylle; Shapiro, Serge: Stress dependency of elastic parameters in shales with different symmetries : VTI versus orthorhombic elastic medium / Viacheslav Sviridov, Sibylle Mayr, Serge Shapiro.,  Enthalten in: Deutsche Wissenschaftliche Gesellschaft für Erdöl, Erdgas und Kohle. Fachbereich Aufsuchung und Gewinnung. Frühjahrstagung (2016 : Celle) DGMKÖGEW-Frühjahrstagung des Fachbereiches Aufsuchung und Gewinnung am 21. und 22. April 2016 in Celle und Aktivitäten des Fachbereichs Aufsuchung und Gewinnung 2016 / Deutsche Wissenschaftliche Gesellschaft für Erdöl, Erdgas und Kohle e.V. Hamburg: Deutsche Wissenschaftliche Gesellschaft für Edöl, Erdgas und Kohle e.V., 2016 489-496 Seiten Tagungsbericht / Deutsche Wissenschaftliche Gesellschaft für Erdöl, Erdgas und Kohle ; 2016,1, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geophysik]""",NA,"stress dependency of elastic parameters in shales with different symmetries: vti versus orthorhombic elastic medium",NA,"https://dgmk.de/publikationen/vortraege-der-dgmk-oegew-fruehjahrstagung-am-21-22-04-2016-in-celle/","Beitrag in einem Buch","conference-paper",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""(Beitrag in einem Buch) Walther, Marc; Heiss, James W.; Magri, Fabien; Delfs, Jens-Olaf; Graf, Thomas: Variable density flow / Marc Walther, James W. Heiss, Fabien Magri, Jens-Olaf Delfs, Thomas Graf.,  Enthalten in: Thermo-hydro-mechanical-chemical processes in fractured porous media : benchmarking initiatives Cham: Springer International Publishing, 2016 Seite 97-105, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie] DOI: 10.1007/978-3-319-29224-3_5""",NA,"variable density flow","10.1007/978-3-319-29224-3_5","https://doi.org/10.1007/978-3-319-29224-3_5","Beitrag in einem Buch","book-chapter",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license","Springer International Publishing","Thermo-Hydro-Mechanical-Chemical Processes in Fractured Porous Media: Modelling and Benchmarking"
"""(Herausgabe Buch) Leinfelder, Reinhold; Hamann, Alexandra; Kirstein, Jens; Schleunitz, Marc: Eating anthropocene : curd rice, Bienenstich and a pinch of phosphorus - around the world in ten dishes / Reinhold Leinfelder, Alexandra Hamann, Jens Kirstein, Marc Schleunitz (eds.) ; José Aguiar [und viele weitere] ; translated by Julie Hagedorn and Jonathan Lutes., 2016, Berlin, Springer, ISBN: 9783662504024, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Paläontologie]""",NA,"eating anthropocene: curd rice, bienenstich and a pinch of phosphorus - around the world in ten dishes",NA,"https://link.springer.com/book/9783662504024","Herausgabe Buch","book",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1061. (Beitrag in einem Buch) van der Bogert, C. H. van; Hiesinger, H.; Zanetti, M.; Plescia, J. B.; Ostrach, L. R.; Mahanti, P.; Meyer, H. M.; McEwen, A. S.; Pasckert, J. H.; Michael, G.; Kneissl, T.; Robinson, M. S.: Factors affecting crater size-frequency distribution measurements : insights supported by the LRO mission / C.H. van der Bogert, H. Hiesinger, M. Zanetti, J.B. Plescia, L.R. Ostrach, P. Mahanti, H.M. Meyer, A.S. McEwen, J.H. Pasckert, G. Michael, T. Kneissl, M.S. Robinson.,  Enthalten in: New Views of the Moon 2 (Veranstaltung) (2016 : Houston, Tex.) New views of the moon 2 : May 24-26, 2016, Houston, Texas, USA : program / science organizing committee: Stephen Mackwell (Lunar and Planetary Institute),  Clive Neal (University of Notre Dame) [und 4 weitere] Houston, TX: Lunar and Planetary Institute (LPI), 2016 Artikel ID 6015 LPI contribution ; no. 1911, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Planetologie / Fernerkundung]""",NA,"factors affecting crater size-frequency distribution measurements: insights supported by the lro mission",NA,"https://www.hou.usra.edu/meetings/newviews2016/pdf/6015.pdf","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1074. (Herausgabe Buch) Leinfelder, Reinhold R.; Hamann, Alexandra; Kirstein, Jens; Schleunitz, Marc: Die Anthropozän-Küche : Matooke, Bienenstich und eine Prise Phosphor - in zehn Speisen um die Welt / Reinhold Leinfelder, Alexandra Hamann, Jens Kirstein, Marc Schleunitz (Hrsg.)., 2016, Berlin, Springer, ISBN: 9783662498712, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Paläontologie]""",NA,"die anthropozän-küche: matooke, bienenstich und eine prise phosphor - in zehn speisen um die welt",NA,"https://link.springer.com/book/9783662498712","Herausgabe Buch","book",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1265. (Beitrag in einem Buch) Bloch, Wasja; Kummerow, Jörn; John, Timm; Wigger, Peter; Salazar, Pablo; Shapiro, Serge A.: Detektion eines entwässernden Gangnetzwerkes im oberen Mantel der subduzierenden Nazca-Platte / Wasja Bloch, Jörn Kummerow, Timm John, Peter Wigger, Pablo Salazar, Serge A. Shapiro.,  Enthalten in: Deutsche Geophysikalische Gesellschaft. Jahrestagung (76. : 2016 : Münster (Westf.)) 76. Jahrestagung der Deutschen Geophysikalischen Gesellschaft gemeinsam mit der Arbeitsgemeinschaft Extraterrestrische Forschung und dem Fachverband Extraterrestrische Physik der Deutschen Physikalischen Gesellschaft : 14.-17. März 2016 in Münster / Veranstalter: Deutsche Geophysikalische Gesellschaft e.V. Münster: Westfälische Wilhelms-Universität Münster, Institut für Geophysik, 2016 Seite 293, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie]""",NA,"detektion eines entwässernden gangnetzwerkes im oberen mantel der subduzierenden nazca-platte",NA,"https://dgg-online.de/WordPress_01/wp-content/uploads/2016/07/DGG-2016-Abstractband.pdf","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1266. (Beitrag in einem Buch) Johann, Lisa; Dinske, Carsten; Shapiro, Serge A.: Asymptotic scaling of the back front of injection-induced seismicity / Lisa Johann, Carsten Dinske, Serge A. Shapiro.,  Enthalten in: Deutsche Geophysikalische Gesellschaft. Jahrestagung (76. : 2016 : Münster (Westf.)) 76. Jahrestagung der Deutschen Geophysikalischen Gesellschaft gemeinsam mit der Arbeitsgemeinschaft Extraterrestrische Forschung und dem Fachverband Extraterrestrische Physik der Deutschen Physikalischen Gesellschaft : 14.-17. März 2016 in Münster / Veranstalter: Deutsche Geophysikalische Gesellschaft e.V. Münster: Westfälische Wilhelms-Universität Münster, Institut für Geophysik, 2016 Seite 435, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geophysik]""",NA,"asymptotic scaling of the back front of injection-induced seismicity",NA,"https://dgg-online.de/WordPress_01/wp-content/uploads/2016/07/DGG-2016-Abstractband.pdf","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1267. (Beitrag in einem Buch) Oelke, Antonia; Gutjahr, Stine; Kummerow, Jörn; Reshetnikov, Anton; Shapiro, Serge A.: Bruchzonen-Charakterisierung mithilfe quantitativer Auswertung reflektierter mikroseismischer Wellenformen / Antonia Oelke, Stine Gutjahr, Jörn Kummerow, Anton Reshetnikov, Serge A. Shapiro.,  Enthalten in: Deutsche Geophysikalische Gesellschaft. Jahrestagung (76. : 2016 : Münster (Westf.)) 76. Jahrestagung der Deutschen Geophysikalischen Gesellschaft gemeinsam mit der Arbeitsgemeinschaft Extraterrestrische Forschung und dem Fachverband Extraterrestrische Physik der Deutschen Physikalischen Gesellschaft : 14.-17. März 2016 in Münster / Veranstalter: Deutsche Geophysikalische Gesellschaft e.V. Münster: Westfälische Wilhelms-Universität Münster, Institut für Geophysik, 2016 Seite 248, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geophysik]""",NA,"bruchzonen-charakterisierung mithilfe quantitativer auswertung reflektierter mikroseismischer wellenformen",NA,"https://dgg-online.de/WordPress_01/wp-content/uploads/2016/07/DGG-2016-Abstractband.pdf","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geophysik",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1304. (Beitrag in einem Buch) Holzbecher, E.; Al-Qurashi, A.; Maude, F.; Paredes-Morales, M.: Flash flood prediction : case study: Oman / E. Holzbecher, A. Al-Qurashi, F. Maude, M. Paredes-Morales.,  Enthalten in: IAHR Europe Congress (Veranstaltung) (4. : 2016 : Liège) Sustainable hydraulics in the era of global change : advances in water engineering and research : proceedings of the 4th IAHR Europe Congress, Liege, Belgium, 27-29 July 2016 / editors Sébastien Erpicum, Benjamin Dewals, Pierre Achambeau & Michel Pirotton Boca Raton: CRC Press, 2016 Seite 143, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geologie]""",NA,"flash flood prediction: case study: oman",NA,"https://www.routledge.com/Sustainable-Hydraulics-in-the-Era-of-Global-Change-Proceedings-of-the-4th/Erpicum-Dewals-Archambeau-Pirotton/p/book/9781138029774#top","Beitrag in einem Buch","conference-abstract",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""1790. (Beitrag in einem Buch) Szilas, Kristoffer; Tusch, Jonas; Hoffmann, J. Elis; Garde, Adam A.; Münker, Carsten: Hafnium isotope constraints on the origin of Mesoarchaean andesites in southern West Greenland, North Atlantic Craton / Kristoffer Szilas, Jonas Tusch, J. Elis Hoffmann, Adam A. Garde, Carsten Münker.,  Enthalten in: Crust-mantle interactions and granitoid diversification : insights from Archaean cratons / edited by J. Halla (University of Helsinki, Finland), M.J. Whitehouse (Swedish Museum of Natural History, Sweden), T. Ahmad (Jamia Millia Islamia, India) and Z. Bagai (University of Botswana, Botswana) London: The Geological Society, 2017 Seite 19-38 Geological Society special publication ; no. 449, [FB Geowissenschaften, Institut für Geologische Wissenschaften (WE 1), Fachrichtung Geochemie, Hydrogeologie, Mineralogie] DOI: 10.1144/SP449.2""",NA,"hafnium isotope constraints on the origin of mesoarchaean andesites in southern west greenland, north atlantic craton","10.1144/sp449.2","checken in journal list","Beitrag in einem Buch","other",2016,2016,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license","Geological Society of London","Geological Society, London, Special Publications"
