"complete_ds_ubib","authors","title","pid","link","genre_ubib","genre_manual","year","year_ubib","fachbereich_ubib","institut_ubib","institut_short","subject_area","oa_status_bib","oa_status_bib_binary","oa_status_bib_true_false","oa_status_manual","oa_status_manual_binary","oa_status_manual_true_false","oa_status_unpaywall_api","license_bib","license_manual","publisher","journal_name"
"""WErde wieder wunderbar : 9 WuÌˆnsche ans AnthropozaÌˆn=Zeitalter des Menschen / Melanie Laibl & Corinna Jegelka ; mit einem Vorwort von Reinhold Leinfelder. - Wien: Edition Nilpferd, 2022, 1 Seite, . 978-3-7074-5272-3""",NA,"die unswelt und die möglichen zukünfte geleitwort von reinhold leinfelder",NA,"https://schulbuecher.lernando.de/artikel/werde-wieder-wunderbar/978-3-7074-5272-3",NA,"book",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Paläontologie",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""American Geophysical Union. Fall Meeting (2022 : Chicago, Ill.; Online): AGU Fall Meeting : Chicago, IL & online everywhere : 12-16 December 2022 : science leads the future. - [Washington, DC]: American Geophysical Union, 2022, Abstract SH45E-2381, .""",NA,"synthetic dust impact ionization time-of-flight mass spectra for ongoing and future heliophysics missions",NA,"https://agu.confex.com/agu/fm22/meetingapp.cgi/Paper/1166094",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-1016, EPSC abstracts ; vol. 16.""",NA,"stratigraphic relationships of different terrain units on ganymede and possible implications towards their evolution","10.5194/epsc2022-1016","https://doi.org/10.5194/epsc2022-1016",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""Vesta and Ceres : insights from the Dawn Mission for the origin of the solar system / edited by Simone Marchi, Carol A. Raymond, Christopher T. Russell. - Cambridge, United Kingdom: Cambridge University Press, 2022, Seite 67-80, Cambridge planetary science ; 27. 978-1-108-85632-4""",NA,"geomorphology of vesta","10.1017/9781108856324.008","https://doi.org/10.1017/9781108856324.008",NA,"book-chapter",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""AbSciCon (2022 : Atlanta, Ga.): AbSciCon 2022 : origins and exploration : from stars to cells : Atlanta, GA, USA, 15-20 May 2022. - Washington, DC: American Geophysical Union, 2022, Abstract 111-04, .""",NA,"how much p is in enceladus's ocean?",NA,"https://agu.confex.com/agu/abscicon21/meetingapp.cgi/Paper/1029773",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""European Lunar Symposium (10. : 2022 : Online): European Lunar Symposium : virtual workshop, 24-26 May 2022 : abstract booklet : ELS 2022 / NASA's Solar System Exploration Research Virtual Institute (SSERVI).. - [Erscheingunsort nicht ermittelbar]: NASA's Solar System Exploration Research Virtual Institute (SSERVI)., 2022, Seite 40-41, .""",NA,"lrad - the lunar south pole hopper (î¼nova) radiometer",NA,"https://sservi.directus.app/assets/a4c82062-7a6f-4791-8245-948089fe80e4.pdf.pdf",NA,"conference-paper",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Lunar and Planetary Science Conference (53. : 2022 : Woodlands, Tex.; Online): Lunar and Planetary Science Conference : LPSC 2022 : March 7-11, 2022, Woodlands, Tex. and online / conference co-chairs: Lisa Gaddis (Director, USRA/Lunar and Planetary Institute), Eileen Stansbery (ARES Division Chief, NASA Johnson Space Center). - Woodlands, Tex.: Lunar and Planetary Institute, 2022, Abstract 1393, .""",NA,"lrad - a radiometer for the lunar south pole hopper µnova",NA,"https://www.hou.usra.edu/meetings/lpsc2022/pdf/1393.pdf",NA,"conference-paper",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Lunar and Planetary Science Conference (53. : 2022 : Woodlands, Tex.; Online): Lunar and Planetary Science Conference : LPSC 2022 : March 7-11, 2022, Woodlands, Tex. and online / conference co-chairs: Lisa Gaddis (Director, USRA/Lunar and Planetary Institute), Eileen Stansbery (ARES Division Chief, NASA Johnson Space Center). - Houston, Tex.: Lunar and Planetary Institute, 2022, Abstract 1400, .""",NA,"mascot radiometer data reveals signs of strong aqueous alteration of (162173) ryugu's materials",NA,"https://www.hou.usra.edu/meetings/lpsc2022/pdf/1400.pdf",NA,"conference-paper",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Lunar and Planetary Science Conference (53. : 2022 : Woodlands, Tex.; Online): Lunar and Planetary Science Conference : LPSC 2022 : March 7-11, 2022, Woodlands, Tex. and online / conference co-chairs: Lisa Gaddis (Director, USRA/Lunar and Planetary Institute), Eileen Stansbery (ARES Division Chief, NASA Johnson Space Center). - Houston, Tex.: Lunar and Planetary Institute, 2022, Abstract 2169, .""",NA,"the rima bode region - absolute model ages of a candidate future lunar landing site",NA,"https://www.hou.usra.edu/meetings/lpsc2022/pdf/2169.pdf",NA,"conference-paper",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""American Geophysical Union. Fall Meeting (2022 : Chicago, Ill.; Online): AGU Fall Meeting : Chicago, IL & online everywhere : 12-16 December 2022 : science leads the future. - [Washington, DC]: American Geophysical Union, 2022, Abstract SH45E-2380, .""",NA,"science expectations for the interstellar dust experiment (idex) onboard the interstellar mapping and acceleration probe (imap) mission",NA,"https://agu.confex.com/agu/fm22/meetingapp.cgi/Paper/1076700",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Mond und Magie : Aspekte einer Kulturgeschichte des Erdtrabanten / herausgegeben von Brigitte Burrichter und Dorothea Klein.. - WuÌˆrzburg: KoÌˆnigshausen & Neumann, 2022, Seite 239-249, WuÌˆrzburger Ringvorlesungen ; Band 19. 978-3-8260-7510-0""",NA,"alte und neue theorien über die entstehung des mondes",NA,"https://verlag.koenigshausen-neumann.de/product/9783826075100-mond-und-magie/",NA,"book-chapter",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""COSPAR Scientific Assembly (44. : 2022 : Athen): COSPAR 2022 44th Scientific Assembly : 16-24 July 2022, Athens, Greece, Megaron Athens International Conference Center / COSPAR, Committee on Space Research. - Bremen: ZARM Fab mbH, 2022, Abstract B5.1-0019-22, .""",NA,"on the organic material emitted by enceladus",NA,"https://ui.adsabs.harvard.edu/abs/2022cosp...44..496K/abstract",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-909, EPSC abstracts ; vol. 16.""",NA,"on the composition of organic-bearing plume ice grains detected during cassini's e5 enceladus flyby","10.5194/epsc2022-909","https://doi.org/10.5194/epsc2022-909",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""American Geophysical Union. Fall Meeting (2022 : Chicago, Ill.; Online): AGU Fall Meeting : Chicago, IL & online everywhere : 12-16 December 2022 : science leads the future. - [Washington, DC]: American Geophysical Union, 2022, Abstract P55G-1654, .""",NA,"one is enough: identifying cell material in a single µm-sized ice grain emitted by enceladus or europa",NA,"https://agu.confex.com/agu/fm22/meetingapp.cgi/Paper/1109382",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-304, EPSC abstracts ; vol. 16.""",NA,"experiments for the identification of bacterial cell material in single ice grains emitted by enceladus and europa","10.5194/epsc2022-304","https://doi.org/10.5194/epsc2022-304",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""AbSciCon (2022 : Atlanta, Ga.): AbSciCon 2022 : origins and exploration : from stars to cells : Atlanta, GA, USA, 15-20 May 2022. - Washington, DC: American Geophysical Union, 2022, Abstract 508-01, .""",NA,"laboratory predictions for the identification of bacterial cells in ice grains from ocean worlds",NA,"https://agu.confex.com/agu/abscicon21/meetingapp.cgi/Paper/1028686",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""SpaceOps (16. : 2021 : Online): Space operations : beyond boundaries to human endeavours / Craig Cruzen, Michael Schmidhuber, Young H. Lee, editors. - Cham: Springer, 2022, Seite 559-575, Springer aerospace technology. 978-3-030-94627-2""",NA,"mascot - a mobile lander on-board the hayabusa2 spacecraft-operations on ryugu","10.1007/978-3-030-94628-9_25","https://doi.org/10.1007/978-3-030-94628-9_25",NA,"book-chapter",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","closed","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-367, EPSC abstracts ; vol. 16.""",NA,"iron depletion in silicates of saturn's main rings","10.5194/epsc2022-367","https://doi.org/10.5194/epsc2022-367",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""Lunar and Planetary Science Conference (53. : 2022 : Woodlands, Tex.; Online): Lunar and Planetary Science Conference : LPSC 2022 : March 7-11, 2022, Woodlands, Tex. and online / conference co-chairs: Lisa Gaddis (Director, USRA/Lunar and Planetary Institute), Eileen Stansbery (ARES Division Chief, NASA Johnson Space Center). - Houston, Tex.: Lunar and Planetary Institute, 2022, Abstract 2441, .""",NA,"mastcam-z in jezero crater: overview and status update",NA,"https://www.hou.usra.edu/meetings/lpsc2022/pdf/2441.pdf",NA,"conference-paper",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""COSPAR Scientific Assembly (44. : 2022 : Athen): COSPAR 2022 44th Scientific Assembly : 16-24 July 2022, Athens, Greece, Megaron Athens International Conference Center / COSPAR, Committee on Space Research. - Bremen: ZARM Fab mbH, 2022, Abstract B5.1-0014-22, .""",NA,"ménec fossae and thrace macula on europa: geomorphology, topography and formation processes",NA,"https://ui.adsabs.harvard.edu/abs/2022cosp...44..491M/abstract",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-914, EPSC abstracts ; vol. 16.""",NA,"geomorphology and topography of ménec fossae and thrace macula on europa insights on formation processes","10.5194/epsc2022-914","https://doi.org/10.5194/epsc2022-914",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""American Geophysical Union. Fall Meeting (2022 : Chicago, Ill.; Online): AGU Fall Meeting : Chicago, IL & online everywhere : 12-16 December 2022 : science leads the future. - [Washington, DC]: American Geophysical Union, 2022, Abstract SH45F-2391, .""",NA,"analysis of impact ionization mass spectra of anthracene dust particles a pilot study characterizing polycyclic aromatic hydrocarbons (pahs) using dust analyzer instrument",NA,"https://agu.confex.com/agu/fm22/meetingapp.cgi/Paper/1115302",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""COSPAR Scientific Assembly (44. : 2022 : Athen): COSPAR 2022 44th Scientific Assembly : 16-24 July 2022, Athens, Greece, Megaron Athens International Conference Center / COSPAR, Committee on Space Research. - Bremen: ZARM Fab mbH, 2022, Abstract F3.3-0001-22, .""",NA,"organic molecules in secondary mineral deposits of mauna loa lava tubes, hawaii, as analogs for mars implications for martian habitability and exploration",NA,"https://ui.adsabs.harvard.edu/abs/2022cosp...44.2776M/abstract",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-193, EPSC abstracts ; vol. 16.""",NA,"analogue experiments for the mass spectral analysis of organic compounds form the salt-rich surface of europa","10.5194/epsc2022-193","https://doi.org/10.5194/epsc2022-193",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""Exobiologie jeunes chercheurs. ConfÃ©rence (5. : 2022 : Paris): Exobiologie jeunes chercheurs : EJC : livret de confÃ©rence : 17-19 octobre 2022, Salle de l'espace, CNES, Paris. - Paris: CNES, Centre national d'Ã©tudes spatiales, 2022, Abstract 35/47 [Seite 19], .""",NA,"analog experiments for the detection of bacterial biosignatures in ice grains from ocean worlds",NA,"https://ejc2022.exobiologie.fr/documents/LivretEJC22.pdf",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Lunar and Planetary Science Conference (53. : 2022 : Woodlands, Tex.; Online): Lunar and Planetary Science Conference : LPSC 2022 : March 7-11, 2022, Woodlands, Tex. and online / conference co-chairs: Lisa Gaddis (Director, USRA/Lunar and Planetary Institute), Eileen Stansbery (ARES Division Chief, NASA Johnson Space Center). - Houston, Tex.: Lunar and Planetary Institute, 2022, Abstract 2263, .""",NA,"mapping of ceres by dawn: generation of higher-level cartographic products based on framing camera data",NA,"https://www.hou.usra.edu/meetings/lpsc2022/pdf/2263.pdf",NA,"conference-paper",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""AbSciCon (2022 : Atlanta, Ga.): AbSciCon 2022 : origins and exploration : from stars to cells : Atlanta, GA, USA, 15-20 May 2022. - Washington, DC: American Geophysical Union, 2022, Abstract 505-01, .""",NA,"phosphates in ice grains from enceladus detected by cassini's cosmic dust analyzer",NA,"https://agu.confex.com/agu/abscicon21/meetingapp.cgi/Paper/1031088",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-639, EPSC abstracts ; vol. 16.""",NA,"detection of phosphates originating from enceladus' ocean by cassini's cosmic dust analyzer","10.5194/epsc2022-639","https://doi.org/10.5194/epsc2022-639",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""AbSciCon (2022 : Atlanta, Ga.): AbSciCon 2022 : origins and exploration : from stars to cells : Atlanta, GA, USA, 15-20 May 2022. - Washington, DC: American Geophysical Union, 2022, Abstract 216-03, .""",NA,"chloride, carbonate and phosphate salt segregation between ice grains emitted from enceladus",NA,"https://agu.confex.com/agu/abscicon21/meetingapp.cgi/Paper/1028142",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-1252, EPSC abstracts ; vol. 16.""",NA,"olympia-lilbid: high resolution mass spectrometry for the calibration of spaceborne hypervelocity ice grain detector","10.5194/epsc2022-1252","https://doi.org/10.5194/epsc2022-1252",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""Exobiologie jeunes chercheurs. ConfÃ©rence (5. : 2022 : Paris): Exobiologie jeunes chercheurs : EJC : livret de confÃ©rence : 17-19 octobre 2022, Salle de l'espace, CNES, Paris. - Paris: CNES, Centre national d'Ã©tudes spatiales, 2022, Abstract  42/47 [Seite 25], .""",NA,"olympia-lilbid: a new laboratory setup to calibrate spaceborne hypervelocity ice grain detectors using high-resolution mass spectrometry",NA,"https://ejc2022.exobiologie.fr/documents/LivretEJC22.pdf",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""American Geophysical Union. Fall Meeting (2022 : Chicago, Ill.; Online): AGU Fall Meeting : Chicago, IL & online everywhere : 12-16 December 2022 : science leads the future. - [Washington, DC]: American Geophysical Union, 2022, Abstract P32A-06, .""",NA,"detection of phosphate in enceladus' ocean its implications for geochemistry and habitability",NA,"https://agu.confex.com/agu/fm22/meetingapp.cgi/Paper/1100137",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""American Geophysical Union. Fall Meeting (2022 : Chicago, Ill.; Online): AGU Fall Meeting : Chicago, IL & online everywhere : 12-16 December 2022 : science leads the future. - [Washington, DC]: American Geophysical Union, 2022, Abstract SH45F-2392, .""",NA,"detecting and analyzing interstellar dust particles in the local interstellar cloud",NA,"https://agu.confex.com/agu/fm22/meetingapp.cgi/Paper/1095957",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""American Geophysical Union. Fall Meeting (2022 : Chicago, Ill.; Online): AGU Fall Meeting : Chicago, IL & online everywhere : 12-16 December 2022 : science leads the future. - [Washington, DC]: American Geophysical Union, 2022, Abstract SH22C-03, .""",NA,"opportunities to directly observe the interaction of interstellar dust with our heliosphere with an interstellar probe",NA,"https://agu.confex.com/agu/fm22/meetingapp.cgi/Paper/1060673",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-961, EPSC abstracts ; vol. 16.""",NA,"comparing meteoritic stardust with contemporary interstellar dust measured by cassini and destiny+ constraining models of dust processing in the interstellar medium ","10.5194/epsc2022-961","https://doi.org/10.5194/epsc2022-961",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""Lunar and Planetary Science Conference (53. : 2022 : Woodlands, Tex.; Online): Lunar and Planetary Science Conference : LPSC 2022 : March 7-11, 2022, Woodlands, Tex. and online / conference co-chairs: Lisa Gaddis (Director, USRA/Lunar and Planetary Institute), Eileen Stansbery (ARES Division Chief, NASA Johnson Space Center). - Houston, Tex.: Lunar and Planetary Institute, 2022, Abstract 1372, .""",NA,"the next generation of mars image mosaics: co-registering mars reconnaissance orbiter context camera images to mars-express high-resolution stereo camera global datasets",NA,"https://www.hou.usra.edu/meetings/lpsc2022/pdf/1372.pdf",NA,"conference-paper",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-601, EPSC abstracts ; vol. 16.""",NA,"coregistering mars reconnaissance orbiter context camera images to mars express high resolution stereo camera global datasets","10.5194/epsc2022-601","https://doi.org/10.5194/epsc2022-601",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""Lunar and Planetary Science Conference (53. : 2022 : Woodlands, Tex.; Online): Lunar and Planetary Science Conference : LPSC 2022 : March 7-11, 2022, Woodlands, Tex. and online / conference co-chairs: Lisa Gaddis (Director, USRA/Lunar and Planetary Institute), Eileen Stansbery (ARES Division Chief, NASA Johnson Space Center). - Houston, Tex.: Lunar and Planetary Institute, 2022, Abstract 1921, .""",NA,"an interactive virtual hiking map for the mars 2020 perseverance rover landing site, jezero crater",NA,"https://www.hou.usra.edu/meetings/lpsc2022/pdf/1921.pdf",NA,"conference-paper",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-32, EPSC abstracts ; vol. 16.""",NA,"an interactive virtual hiking map for jezero crater, the mars 2020 perseverance rover landing site","10.5194/epsc2022-32","https://doi.org/10.5194/epsc2022-32",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""Europlanet Science Congress (2022 : Granada): Europlanet Science Congress 2022 : Palacio de Congresos de Granada, Spain, 18-23 September 2022 : EPSC2022 / Europlanet Society. - GÃ¶ttingen: Copernicus GmbH, 2022, Abstract EPSC2022-875, EPSC abstracts ; vol. 16.""",NA,"hanka - cubesat space high resolution mass analyser","10.5194/epsc2022-875","https://doi.org/10.5194/epsc2022-875",NA,"conference-abstract",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","gold","open","TRUE","TRUE","cc by","cc-by",NA,NA
"""Lunar and Planetary Science Conference (53. : 2022 : Woodlands, Tex.; Online): Lunar and Planetary Science Conference : LPSC 2022 : March 7-11, 2022, Woodlands, Tex. and online / conference co-chairs: Lisa Gaddis (Director, USRA/Lunar and Planetary Institute), Eileen Stansbery (ARES Division Chief, NASA Johnson Space Center). - Houston, Tex.: Lunar and Planetary Institute, 2022, Abstract 2227, .""",NA,"a new level3 hrsc image mosaic of mars",NA,"https://www.hou.usra.edu/meetings/lpsc2022/pdf/2227.pdf",NA,"conference-paper",2022,2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Planetologie / Fernerkundung",NA,"no status","no status","bronze","closed","FALSE","FALSE","no license","no CC license",NA,NA
